UBIGEO,DEP,PROV,DIST,CODCP,NOMCP,MNOMCP,CAPITAL,CON_IE,NIVEL,CPINEI,CPINEI2,CPINEI_BKP,FUENTE_G,Z,XGD,YGD,Y_X_COORD
030304,APURIMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,618232,Huruhuacca,HURUHUACCA,0,0,,,,,INEI,3846,-72.89834564000,-14.44481253000,-14.44481253-72.8983456399999
080504,CUSCO,CANAS,LANGUI,210540,Chancarani,CHANCARANI,0,1,GIP,0805040013,,0805040013,MED-GPS,3968,-71.28177777000,-14.44475305000,-14.44475305-71.28177777
030301,APURIMAC,ANTABAMBA,ANTABAMBA,543382,Ampotaje,AMPOTAJE,0,0,,,,,IGN,4039,-72.78133927000,-14.44472090000,-14.4447208999999-72.7813392699999
211206,PUNO,SANDIA,QUIACA,623535,Calachaca,CALACHACA,0,0,,2112060008,,2112060008,INEI,3711,-69.38952166700,-14.45689166700,-14.456891667-69.3895216669999
050611,AYACUCHO,LUCANAS,LUCANAS,124133,Ccilccata,CCILCCATA,0,0,,0506110021,,0506110021,IGN,4052,-74.42885540000,-14.44462241000,-14.44462241-74.4288554
030301,APURIMAC,ANTABAMBA,ANTABAMBA,233207,Huayjohuasi,HUAYJOHUASI,0,0,,,,,IGN,4190,-72.75318151000,-14.44459604000,-14.44459604-72.7531815099999
210211,PUNO,AZANGARO,SAN ANTON,125841,Japu Japu,JAPU JAPU,0,0,,2102110015,,2102110015,IGN,4495,-70.21875602000,-14.44459091000,-14.4445909099999-70.2187560199999
030403,APURIMAC,AYMARAES,CARAYBAMBA,120398,Palca,PALCA,0,0,,0304030010,,0304030010,IGN,4246,-73.09942514000,-14.44444091000,-14.44444091-73.0994251399999
050613,AYACUCHO,LUCANAS,OTOCA,118478,Trajin,TRAJIN,0,0,,0506130012,,0506130012,IGN,2335,-74.70335990000,-14.44436192000,-14.4443619199999-74.7033599
080701,CUSCO,CHUMBIVILCAS,SANTO TOMAS,212957,Sayhuayoc,SAYHUAYOC,0,0,,,,,IGN,3652,-72.07470702000,-14.44433978000,-14.44433978-72.0747070199999
210209,PUNO,AZANGARO,POTONI,624771,Anansaya,ANANSAYA,0,0,,2102090055,,2102090055,INEI,4213,-70.05235930900,-14.44069383300,-14.440693833-70.0523593089999
010202,AMAZONAS,BAGUA,ARAMANGO,613408,Nuevo San Jose,NUEVO SAN JOSE,0,0,,,,,INEI,1199,-78.40035940000,-5.44237689000,-5.44237688999993-78.4003594
060812,CAJAMARCA,JAEN,SANTA ROSA,117541,Tomaque,TOMAQUE,0,1,P,0608120038,,0608120038,MED-GPS,838,-78.64635281000,-5.43560753000,-5.43560752999997-78.6463528099999
200803,PIURA,SECHURA,BERNAL,114788,Hacienda Santa Filomena,HACIENDA SANTA FILOMENA,0,0,,2008030007,,2008030007,IGN,11,-80.72553016000,-5.44127264000,-5.44127263999997-80.7255301599999
200805,PIURA,SECHURA,VICE,123985,San Pablo,SAN PABLO,0,0,,,,,IGN,0,-80.94187477000,-5.44087477000,-5.44087476999994-80.94187477
200805,PIURA,SECHURA,VICE,243361,Fundo Rio Frio,FUNDO RIO FRIO,0,0,,,,,IGN,12,-80.76834353000,-5.44049390000,-5.44049389999998-80.76834353
060904,CAJAMARCA,SAN IGNACIO,LA COIPA,115515,El Paraiso,EL PARAISO,0,1,IP,0609040057,,0609040057,MED-GPS,1372,-78.96184693000,-5.43546625000,-5.43546624999993-78.96184693
010202,AMAZONAS,BAGUA,ARAMANGO,522627,Mirador,MIRADOR,0,0,,0102020044,,0102020044,IMG_SATELITAL,590,-78.46228563000,-5.43697005000,-5.43697004999996-78.4622856299999
200108,PIURA,PIURA,EL TALLAN,626089,Loma Blanca,LOMA BLANCA,0,0,,,,,INEI,35,-80.58287502000,-5.43710352000,-5.43710351999994-80.58287502
060812,CAJAMARCA,JAEN,SANTA ROSA,529422,Pindal,PINDAL,0,0,,,,,IGN,835,-78.64636066000,-5.43658515000,-5.43658514999993-78.64636066
060902,CAJAMARCA,SAN IGNACIO,CHIRINOS,229722,Cruce La Coypa,CRUCE LA COYPA,0,0,,,,,IGN,545,-78.82206890000,-5.43645777000,-5.43645776999995-78.8220689
060904,CAJAMARCA,SAN IGNACIO,LA COIPA,625367,Las Cuevas,LAS CUEVAS,0,1,G,0609040036,,0609040036,MED-GPS,1346,-79.01100932000,-5.38837695000,-5.38837694999995-79.01100932
060811,CAJAMARCA,JAEN,SAN JOSE DEL ALTO,623693,La Union,LA UNION,0,1,IP,0608110002,,0608110002,MED-GPS,1047,-79.08415561000,-5.48154016000,-5.48154015999995-79.08415561
200110,PIURA,PIURA,LA UNION,614942,San Jose,SAN JOSE,0,1,I,,,,DRE/UGEL,15,-80.73766390000,-5.39974927000,-5.39974926999997-80.7376639
060802,CAJAMARCA,JAEN,BELLAVISTA,119197,Higuerones,HIGUERONES,0,0,,0608020009,,0608020009,MED-GPS,458,-78.76590496000,-5.38701935000,-5.38701934999995-78.7659049599999
060904,CAJAMARCA,SAN IGNACIO,LA COIPA,516104,La Vega El Puente,LA VEGA EL PUENTE,0,0,,,,,IGN,1248,-79.00451552000,-5.39738214000,-5.39738213999993-79.00451552
060904,CAJAMARCA,SAN IGNACIO,LA COIPA,516757,Los Huayos,LOS HUAYOS,0,0,,0608110016,,0608110016,IGN,1230,-79.01406241000,-5.39728178000,-5.39728177999996-79.01406241
200110,PIURA,PIURA,LA UNION,246742,Hacienda San Juan de Chato,HACIENDA SAN JUAN DE CHATO,0,0,,,,,IGN,13,-80.69966628000,-5.39660502000,-5.39660501999998-80.69966628
010202,AMAZONAS,BAGUA,ARAMANGO,514052,San Francisco,SAN FRANCISCO,0,1,P,0102020030,,0102020030,MED-GPS,833,-78.41671973000,-5.38806852000,-5.38806851999993-78.41671973
060904,CAJAMARCA,SAN IGNACIO,LA COIPA,544694,Union Las Vueltas,UNION LAS VUELTAS,0,1,IP,0609040035,,0609040035,MED-GPS,1271,-79.00544011000,-5.39678049000,-5.39678048999997-79.0054401099999
160210,LORETO,ALTO AMAZONAS,SANTA CRUZ,532242,Athahualpa,ATHAHUALPA,0,1,P,1602100003,,1602100003,MED-GPS,121,-75.87258802000,-5.39902989000,-5.39902988999995-75.87258802
010202,AMAZONAS,BAGUA,ARAMANGO,612549,Nuevo Jerusalen (La Perla),NUEVO JERUSALEN (LA PERLA),0,0,,0102020032,,0102020032,INEI,934,-78.43130833300,-5.39442666700,-5.39442666699995-78.4313083329999
060812,CAJAMARCA,JAEN,SANTA ROSA,510208,Cochapampa,COCHAPAMPA,0,0,,,,,IGN,1131,-78.54620340000,-5.39839877000,-5.39839876999997-78.5462034
060904,CAJAMARCA,SAN IGNACIO,LA COIPA,616745,La Laguna Alta,LA LAGUNA ALTA,0,0,,,,,INEI,1239,-78.98878515000,-5.40749802000,-5.40749801999993-78.98878515
010202,AMAZONAS,BAGUA,ARAMANGO,520379,Primavera,PRIMAVERA,0,1,IP,0608120031,,0608120031,MED-GPS,1159,-78.50166415000,-5.41763410000,-5.41763409999993-78.50166415
060812,CAJAMARCA,JAEN,SANTA ROSA,520918,Pampa Hermosa,PAMPA HERMOSA,0,0,,,,,IGN,1071,-78.53556515000,-5.40722727000,-5.40722726999996-78.53556515
060902,CAJAMARCA,SAN IGNACIO,CHIRINOS,113805,Hawai,HAWAI,0,1,P,0609020065,,0609020065,MED-GPS,551,-78.81359937000,-5.40690698000,-5.40690697999997-78.81359937
160503,LORETO,REQUENA,CAPELO,119812,Flor de Punga,FLOR DE PUNGA,3,1,IPSLD,1605030001,,1605030001,MED-GPS,104,-74.15783618000,-5.40483938000,-5.40483937999994-74.1578361799999
060904,CAJAMARCA,SAN IGNACIO,LA COIPA,113412,La Manga,LA MANGA,0,1,IP,0609040039,,0609040039,MED-GPS,1320,-78.89106468000,-5.39727910000,-5.39727909999993-78.8910646799999
060904,CAJAMARCA,SAN IGNACIO,LA COIPA,127243,La Libertad,LA LIBERTAD,0,1,IP,0609040028,,0609040028,MED-GPS,2077,-78.96029302000,-5.39477159000,-5.39477158999995-78.9602930199999
060904,CAJAMARCA,SAN IGNACIO,LA COIPA,511646,Pacaypite,PACAYPITE,0,1,IPS,0609040050,,0609040050,MED-GPS,1600,-79.02747773000,-5.42256291000,-5.42256290999995-79.02747773
200306,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,543033,Villa Flor,VILLA FLOR,0,0,,2003060009,,2003060009,IGN,1071,-79.61267703000,-5.40760727000,-5.40760726999997-79.61267703
101108,HUANUCO,YAROWILCA,CHORAS,232064,Ilauro,ILAURO,0,0,,1011080021,,1011080021,IGN,3822,-76.58593303000,-9.90929989000,-9.90929988999994-76.58593303
100301,HUANUCO,DOS DE MAYO,LA UNION,544638,Mojon,MOJON,0,0,,,,,IGN,3769,-76.77593640000,-9.90921003000,-9.90921002999994-76.7759364
021702,ANCASH,RECUAY,CATAC,620696,Witsu,WITSU,0,0,,0217020056,,0217020056,INEI,4354,-77.29064800000,-9.90846800000,-9.90846799999997-77.290648
101005,HUANUCO,LAURICOCHA,RONDOS,216872,Cashapampa Chico,CASHAPAMPA CHICO,0,0,,,,,IGN,3902,-76.66435540000,-9.90909552000,-9.90909551999994-76.6643554
101108,HUANUCO,YAROWILCA,CHORAS,216784,Matacuncush,MATACUNCUSH,0,0,,,,,IGN,3855,-76.54669128000,-9.90906827000,-9.90906826999998-76.5466912799999
100301,HUANUCO,DOS DE MAYO,LA UNION,533980,Chogopata,CHOGOPATA,0,0,,,,,IGN,3682,-76.74873590000,-9.90902540000,-9.90902539999996-76.7487359
100803,HUANUCO,PACHITEA,MOLINO,537979,Pachamu├▒a,PACHAMU├æA,0,0,,1008030002,,1008030002,IGN,2866,-76.04091627000,-9.90879565000,-9.90879564999995-76.04091627
101108,HUANUCO,YAROWILCA,CHORAS,115771,San Antonio de Colpa,SAN ANTONIO DE COLPA,0,1,IPS,1011080015,,1011080015,MED-GPS,3864,-76.53895585000,-9.90876714000,-9.90876713999995-76.53895585
021105,ANCASH,HUARMEY,MALVAS,128692,Timoc / Tincoc,TIMOC / TINCOC,0,0,,0211050008,,0211050008,IGN,3326,-77.61762578000,-9.90875265000,-9.90875264999994-77.61762578
100804,HUANUCO,PACHITEA,UMARI,114094,Cangra,CANGRA,0,1,G,1008040048,,1008040048,IGN,2653,-76.02618539000,-9.90731937000,-9.90731936999993-76.02618539
100801,HUANUCO,PACHITEA,PANAO,611325,Puente Grande,PUENTE GRANDE,0,0,,1008010016,,1008010016,INEI,2352,-75.99959333300,-9.89454666700,-9.89454666699993-75.999593333
020508,ANCASH,BOLOGNESI,HUALLANCA,234133,Huacahuin Chico,HUACAHUIN CHICO,0,0,,,,,IGN,3839,-76.86603953000,-9.90842165000,-9.90842164999998-76.86603953
101103,HUANUCO,YAROWILCA,CHACABAMBA,515452,Justuhuanca,JUSTUHUANCA,0,0,,,,,IGN,3291,-76.62395703000,-9.90834252000,-9.90834251999996-76.62395703
021105,ANCASH,HUARMEY,MALVAS,231472,Corpara,CORPARA,0,0,,0211050009,,0211050009,IGN,2980,-77.65897214000,-9.90832565000,-9.90832564999994-77.6589721399999
021105,ANCASH,HUARMEY,MALVAS,111742,Fundo Maria,FUNDO MARIA,0,0,,0211050005,,0211050005,IGN,3493,-77.65640127000,-9.90114652000,-9.90114651999994-77.6564012699999
190308,PASCO,OXAPAMPA,CONSTITUCION,311520,San Luis Enoc Flor de un Dia,SAN LUIS ENOC FLOR DE UN DIA,0,1,IP,1903080033,,1903080033,MED-GPS,253,-75.21075043000,-9.90109912000,-9.90109911999997-75.21075043
101108,HUANUCO,YAROWILCA,CHORAS,132894,Ushcumachay,USHCUMACHAY,0,0,,,,,IGN,3863,-76.53649615000,-9.90093078000,-9.90093077999995-76.5364961499999
101101,HUANUCO,YAROWILCA,CHAVINILLO,121619,Ogobamba,OGOBAMBA,0,0,,1011010126,,1011010126,IGN,3850,-76.56280040000,-9.87436803000,-9.87436802999997-76.5628004
020508,ANCASH,BOLOGNESI,HUALLANCA,235512,Shumacpampa,SHUMACPAMPA,0,0,,0205080033,,0205080033,IGN,3508,-76.91725915000,-9.88131253000,-9.88131252999995-76.91725915
101101,HUANUCO,YAROWILCA,CHAVINILLO,555342,Puca Puca,PUCA PUCA,0,1,IP,1011010080,,1011010080,MED-GPS,3591,-76.59119420000,-9.87827405000,-9.87827404999996-76.5911942
100101,HUANUCO,HUANUCO,HUANUCO,626898,Raran Pampa,RARAN PAMPA,0,0,,1001010011,,1001010011,INEI,2406,-76.24715656400,-9.89788654100,-9.89788654099993-76.247156564
250203,UCAYALI,ATALAYA,TAHUANIA,111413,Cumaria,CUMARIA,0,1,IP,2502030026,,2502030026,MED-GPS,174,-73.94600644000,-9.87760887000,-9.87760886999996-73.94600644
020205,ANCASH,AIJA,SUCCHA,611520,Copac,COPAC,0,0,,0202050031,,0202050031,INEI,2888,-77.68791998700,-9.85254997800,-9.85254997799996-77.687919987
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,223038,Huayaopuco,HUAYAOPUCO,0,0,,,,,IGN,2152,-76.13378477000,-9.85248515000,-9.85248514999995-76.13378477
100317,HUANUCO,DOS DE MAYO,RIPAN,514441,Huachanga,HUACHANGA,0,0,,1003170053,,1003170053,IGN,3350,-76.85435352000,-9.85238803000,-9.85238802999993-76.85435352
100311,HUANUCO,DOS DE MAYO,MARIAS,543088,Cashacuta,CASHACUTA,0,0,,1003110009,,1003110009,IGN,3607,-76.69974365000,-9.60537453000,-9.60537452999995-76.69974365
100311,HUANUCO,DOS DE MAYO,MARIAS,122767,Maynas,MAYNAS,0,1,IPS,1003110038,,1003110038,MED-GPS,3671,-76.64659870000,-9.60527813000,-9.60527812999993-76.6465987
020101,ANCASH,HUARAZ,HUARAZ,620283,Huarupampa (Jauna Huarupampa),HUARUPAMPA (JAUNA HUARUPAMPA),0,0,,0201010082,,0201010082,INEI,3381,-77.48426922700,-9.61767396200,-9.61767396199997-77.484269227
021014,ANCASH,HUARI,SAN MARCOS,544202,Ushpajanca,USHPAJANCA,0,0,,,,,IGN,4509,-77.02457815000,-9.60468690000,-9.60468689999993-77.02457815
100501,HUANUCO,HUAMALIES,LLATA,613770,Tayaragra,TAYARAGRA,0,0,,1005010095,,1005010095,INEI,3948,-76.83136833300,-9.61243666700,-9.61243666699994-76.8313683329999
100905,HUANUCO,PUERTO INCA,YUYAPICHIS,610373,Nuevo Nazaret,NUEVO NAZARET,0,1,P,1009050017,,1009050017,OSSE,231,-74.89073724400,-9.60500669300,-9.60500669299995-74.890737244
100311,HUANUCO,DOS DE MAYO,MARIAS,529286,Casacancha,CASACANCHA,0,0,,1003110026,,1003110026,IGN,3645,-76.67867465000,-9.60460766000,-9.60460765999994-76.6786746499999
100311,HUANUCO,DOS DE MAYO,MARIAS,538677,Jacagaranan,JACAGARANAN,0,0,,1003110028,,1003110028,IGN,3619,-76.66983777000,-9.60439340000,-9.60439339999994-76.66983777
020101,ANCASH,HUARAZ,HUARAZ,219102,Cusharapa,CUSHARAPA,0,0,,,,,IGN,3581,-77.52349816000,-9.60437690000,-9.60437689999998-77.52349816
020101,ANCASH,HUARAZ,HUARAZ,221407,Hacienda Huacrache,HACIENDA HUACRACHE,0,0,,,,,IGN,4051,-77.56411676000,-9.60432865000,-9.60432864999996-77.5641167599999
100311,HUANUCO,DOS DE MAYO,MARIAS,618807,Tingo,TINGO,0,0,,1003110064,,1003110064,INEI,3124,-76.43640933300,-9.57909633300,-9.57909633299994-76.436409333
060812,CAJAMARCA,JAEN,SANTA ROSA,513756,Puentecillos,PUENTECILLOS,0,1,GIPS,0608120002,,0608120002,MED-GPS,1657,-78.61253926000,-5.40585048000,-5.40585047999997-78.6125392599999
060812,CAJAMARCA,JAEN,SANTA ROSA,527583,Poleo Roble Pampa,POLEO ROBLE PAMPA,0,1,GP,0608120025,,0608120025,MED-GPS,1461,-78.55513904000,-5.40751002000,-5.40751001999996-78.55513904
200110,PIURA,PIURA,LA UNION,620282,Jose Carlos Mariategui,JOSE CARLOS MARIATEGUI,0,0,,,,,DRE/UGEL,20,-80.74602866000,-5.40632002000,-5.40632001999995-80.74602866
200107,PIURA,PIURA,CURA MORI,114156,La Victoria,LA VICTORIA,0,1,IP,,,,MED-GPS,27,-80.66203533000,-5.32333607000,-5.32333606999993-80.66203533
060907,CAJAMARCA,SAN IGNACIO,TABACONAS,537243,Shaquitambo,SHAQUITAMBO,0,1,GP,0609070046,,0609070046,MED-GPS,1603,-79.25583877000,-5.32207782000,-5.32207781999995-79.25583877
100102,HUANUCO,HUANUCO,AMARILIS,541183,Montepampa,MONTEPAMPA,0,0,,1001020012,,1001020012,IGN,2911,-76.15897552000,-9.91889028000,-9.91889027999997-76.15897552
021103,ANCASH,HUARMEY,CULEBRAS,544533,Carricillo,CARRICILLO,0,0,,,,,IGN,52,-78.18730277000,-9.91886877000,-9.91886876999996-78.18730277
190304,PASCO,OXAPAMPA,PALCAZU,121445,Puerto Mayro,PUERTO MAYRO,0,1,IPS,1903040006,,1903040006,MED-GPS,250,-75.26094892000,-9.91873690000,-9.91873689999994-75.26094892
100102,HUANUCO,HUANUCO,AMARILIS,127072,Shairicancha,SHAIRICANCHA,0,1,GP,1001020011,,1001020011,MED-GPS,2524,-76.17978442000,-9.91854810000,-9.91854809999995-76.17978442
101005,HUANUCO,LAURICOCHA,RONDOS,113370,Algarumi,ALGARUMI,0,0,,,,,IGN,3841,-76.65753940000,-9.91842553000,-9.91842552999998-76.6575394
021703,ANCASH,RECUAY,COTAPARACO,217793,Mesa Pampa,MESA PAMPA,0,0,,,,,IGN,4345,-77.55025353000,-9.91821265000,-9.91821264999993-77.55025353
100101,HUANUCO,HUANUCO,HUANUCO,649770,Huayacoto,HUAYACOTO,0,0,,1001010023,,1001010023,INEI,2025,-76.32561166700,-9.92281500000,-9.92281499999996-76.325611667
021101,ANCASH,HUARMEY,HUARMEY,510086,Katscal,KATSCAL,0,0,,0211010003,,0211010003,IGN,940,-77.83435453000,-9.91769578000,-9.91769577999997-77.83435453
101103,HUANUCO,YAROWILCA,CHACABAMBA,610664,Huagyana,HUAGYANA,0,0,,,,,INEI,3314,-76.61751952000,-9.90286715000,-9.90286714999996-76.61751952
250203,UCAYALI,ATALAYA,TAHUANIA,548213,Florencia,FLORENCIA,0,0,,,,,IGN,174,-73.98591039000,-9.90284541000,-9.90284540999994-73.98591039
100102,HUANUCO,HUANUCO,AMARILIS,116786,La Esperanza,LA ESPERANZA,0,1,G,1001020003,,1001020003,MED-GPS,1922,-76.21965865000,-9.89590458000,-9.89590457999998-76.21965865
100301,HUANUCO,DOS DE MAYO,LA UNION,525246,Parashpata,PARASHPATA,0,0,,,,,IGN,3730,-76.74489414000,-9.89582040000,-9.89582039999993-76.74489414
101103,HUANUCO,YAROWILCA,CHACABAMBA,546783,Hierbabuena,HIERBABUENA,0,0,,1011030020,,1011030020,IGN,3607,-76.62399838000,-9.89579015000,-9.89579014999993-76.62399838
100802,HUANUCO,PACHITEA,CHAGLLA,533036,Cormilla,CORMILLA,0,0,,1008020083,,1008020083,IGN,3928,-75.80365065000,-9.89552865000,-9.89552864999996-75.80365065
100801,HUANUCO,PACHITEA,PANAO,532307,Tipsa,TIPSA,0,1,IPS,1008010022,,1008010022,MED-GPS,2913,-75.94169188000,-9.89552484000,-9.89552483999995-75.94169188
101105,HUANUCO,YAROWILCA,JACAS CHICO,548415,Chiclapata,CHICLAPATA,0,0,,1011050029,,1011050029,IGN,3824,-76.49984139000,-9.89518165000,-9.89518164999993-76.49984139
101105,HUANUCO,YAROWILCA,JACAS CHICO,550934,Ushuo Jircan,USHUO JIRCAN,0,0,,1011050030,,1011050030,IGN,3929,-76.49371302000,-9.89514128000,-9.89514127999996-76.49371302
101105,HUANUCO,YAROWILCA,JACAS CHICO,649705,Minas Pampa,MINAS PAMPA,0,0,,1011050032,,1011050032,INEI,4004,-76.50726500000,-9.90283166600,-9.90283166599994-76.507265
101108,HUANUCO,YAROWILCA,CHORAS,531639,Atoghuin,ATOGHUIN,0,0,,1011080009,,1011080009,IGN,3659,-76.55564689000,-9.89502040000,-9.89502039999996-76.5556468899999
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),551590,Huancan,HUANCAN,0,0,,,,,IGN,2841,-76.35966715000,-9.89493303000,-9.89493302999995-76.35966715
100804,HUANUCO,PACHITEA,UMARI,114950,Cucho,CUCHO,0,1,IP,1008040042,,1008040042,MED-GPS,2568,-76.02059296000,-9.89480262000,-9.89480261999995-76.02059296
021105,ANCASH,HUARMEY,MALVAS,545202,Pariatuna,PARIATUNA,0,0,,0211050004,,0211050004,IGN,3538,-77.64775065000,-9.89466515000,-9.89466514999998-77.64775065
101101,HUANUCO,YAROWILCA,CHAVINILLO,621809,San Agustin de Chuntarragra,SAN AGUSTIN DE CHUNTARRAGRA,0,1,GP,1011010087,,1011010087,MED-GPS,3743,-76.56763305000,-9.87850121000,-9.87850120999997-76.56763305
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,113109,Cullcuy,CULLCUY,0,1,GP,1001090080,,1001090080,MED-GPS,1898,-76.19008364000,-9.87842960000,-9.87842959999995-76.19008364
100301,HUANUCO,DOS DE MAYO,LA UNION,129488,Shiqui Chico,SHIQUI CHICO,0,1,IP,1003010019,,1003010019,MED-GPS,3683,-76.83966300000,-9.87832357000,-9.87832356999996-76.839663
101105,HUANUCO,YAROWILCA,JACAS CHICO,241387,Yanarumi,YANARUMI,0,0,,1001060060,,1001060060,IGN,4112,-76.51882039000,-9.87772027000,-9.87772026999994-76.51882039
100804,HUANUCO,PACHITEA,UMARI,545369,Chachaspata,CHACHASPATA,0,0,,1008040032,1008040061,1008040032,IGN,2950,-76.05694627000,-9.87756878000,-9.87756877999993-76.05694627
100301,HUANUCO,DOS DE MAYO,LA UNION,527814,Magapata,MAGAPATA,0,0,,1003010024,,1003010024,IGN,3592,-76.78542802000,-9.87739303000,-9.87739302999995-76.78542802
190308,PASCO,OXAPAMPA,CONSTITUCION,311493,Alto Morona,ALTO MORONA,0,1,GP,1903080016,,1903080016,MED-GPS,229,-74.98567952000,-9.88683006000,-9.88683005999997-74.98567952
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),621213,San Juan de Tingo,SAN JUAN DE TINGO,0,0,,1001060017,,1001060017,INEI,3629,-76.48164166700,-9.84239333300,-9.84239333299996-76.481641667
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),240399,Millo Millo,MILLO MILLO,0,0,,1001060022,,1001060022,IGN,2863,-76.36909653000,-9.88669790000,-9.88669789999994-76.36909653
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),218645,Mamayhuachin,MAMAYHUACHIN,0,0,,1001010024,,1001010024,IGN,2837,-76.35048165000,-9.88666490000,-9.88666489999997-76.3504816499999
